Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID,Internal ID as hex
tall concrete island counter,,,6,stone,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13895,color_51,FtrWallCounterConcreteL,,880,777,jCAeMKtYrACgCFwJ4,0309
tall garden rock,,,60,stone,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Housewares,730,light gray,FtrGardenrockTall,,808,49,MqsHscjkCtGhwnPXc,0031
tall golden island counter,,,8,gold nugget,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14330,color_54,FtrWallCounterGoldL,,1180,811,7evz4LvmDnJdtgMYF,032B
tall lantern,,,18,stone,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,100,Housewares,676,light gray,FtrStonelantern,,818,653,5LkbaD7PpwzSvzERR,028D
tall marble island counter,,,16,stone,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14332,color_51,FtrWallCounterMarbleL,,883,813,wwNWSiXHd5sgsun7N,032D
tall simple island counter,,,4,clay,4.0,stone,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14310,color_55,FtrWallCounterPlainL,,783,794,sS5zdMiTXwWhHQ4NL,031A
tall steel island counter,,,8,iron nugget,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14322,color_53,FtrWallCounterSteelL,,980,803,KpBqfCKshx5tyqukv,0323
tall wooden island counter,,,3,wood,3.0,hardwood,3.0,softwood,,,,,,,NFS,200.0,,,Niko,Received the day after completing 15th HHP house,Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13902,color_52,FtrWallCounterWoodL,,601,784,K3xxdaCJF7GXzuwhn,0310
Taurus bathtub,,,3,star fragment,2.0,Taurus fragment,1.0,gold nugget,8.0,stone,,,,,NFS,200.0,,,Celeste,,Taurus,Yes,1.0.0,Yes,0,Housewares,5961,silver,FtrZodiacTaurus,,2301,384,tCQiMeCmYy7QeEP2K,0180
tea table,,,12,hardwood,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,739,brown,FtrDiningtableJapan,,400,33,k7Auf6dj296Eyu2QP,0021
tension-pole rack,,,8,wood,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,2.0.0,Yes,0,Housewares,13588,brown,FtrWoodShelfWall,,409,1070,jPGzwHpmTJxR5E4zE,042E
terrarium,,,12,clump of weeds,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Miscellaneous,3773,green,FtrTerrarium,,1202,391,d7WN5879xto3Q7egY,0187
three-tiered snowperson,,,1,large snowflake,6.0,snowflake,2.0,tree branch,,,,,,,NFS,200.0,,,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Housewares,5337,blue,FtrSnowman,,6610,364,XhwGfK9fy9iaq8qwt,016C
thumbprint jam cookies,,,1,flour,1.0,sugar,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13992,color_70,FtrCookieJam,,14003,901,4fsihowiq5pSmtzBn,0385
tiki torch,,,5,tree branch,5.0,wood,,,,,,,,,NFS,200.0,,,Cranky villagers; Tom Nook,,,,1.0.0,Yes,0,Housewares,343,brown,FtrTorch,,202,103,cLXnJ7cnYZc8Pbh2T,0067
timber doorplate,,,2,wood,1.0,pink roses,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,50,Wall-mounted,5718,brown,FtrDoorOrnamentLog,,502,465,bk8JqAgdSKtw6EdC8,01D1
tiny library,,,3,book,5.0,wood,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Housewares,5635,yellow,FtrMicrolibrary,,2101,278,rMWDf7X5P5jp8TnjK,0116
tire stack,,,3,old tire,,,,,,,,,,,NFS,,,,Fishing,Fish up 3 old tires,,,1.0.0,Yes,0,Housewares,1189,dark gray,FtrTyres,,652,60,tNsxG387ihB4YLsx6,003C
tire toy,,,1,old tire,,,,,,,,,,,NFS,,,,Fishing,Fish up 1 old tire,,,1.0.0,Yes,0,Housewares,2329,dark gray,FtrPlayingtire,,651,78,2bNpWkbwsHyXGCGb5,004E
tomates al ajillo,,,3,tomato,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14179,color_63,FtrSkilletTomato,,12701,959,BvPGSqW3GnFLT7HzX,03BF
tomato bagel sandwich,,,2,flour,3.0,tomato,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14111,color_61,FtrBeaglesandTomato,,12411,919,dE6vbqZTzuSxj7gbL,0397
tomato curry,,,3,flour,3.0,tomato,,,,,,,,,NFS,200.0,,,Be a Chef! DIY Recipes+,,,,2.0.0,Yes,0,Savory,14124,color_77,FtrNancurryTomato,,13101,932,KJ9t8JqSNcxW3WmxA,03A4
tomato juice,,,2,tomato,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13982,color_76,FtrSmoothieTomato,,15007,891,ARMkoJv643H8R4qQM,037B
tomato puree,,,3,tomato,,,,,,,,,,,NFS,200.0,,,Basic Cooking Recipes,,,,2.0.0,Yes,0,Savory,14175,color_76,FtrJarTomato,,13601,955,w2MRDZczM8XvWK2qp,03BB
traditional balancing toy,,,4,acorn,2.0,hardwood,,,,,,,,,NFS,200.0,,,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,5975,brown,FtrBalancingtoy,,4605,411,8jd6NZ7MD7hJjAgbw,019B
traditional straw coat,,,8,clump of weeds,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Equipment,5291,green,TopsTexTopCoatLStrawBeige,,1285,604,ofx4zP9Qj2tovbm3G,025C
trash bags,,,1,empty can,1.0,boot,1.0,old tire,,,,,,,NFS,,,,Fishing,Fish up 15 trash,,,1.0.0,Yes,0,Housewares,1823,dark gray,FtrGarbagebag,,653,66,yofDbWxuR2q36otG4,0042
tree branch wreath,,,10,tree branch,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,50,Wall-mounted,4727,brown,FtrDoorOrnamentWreathBranch,,240,225,JnbW5panqjR2iWknX,00E1
tree standee,,,5,wood,8.0,softwood,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Housewares,533,brown,FtrHariboteTree,,381,585,QnPjCxDRTXoQDHYqZ,0249
tree-branch wand,,,5,tree branch,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,7587,brown,ToolStickTree,,290,535,8WNAJXXX3Dn4Ggv5T,0217
tree-stump rug,,,6,wood,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,2.0.0,Yes,0,Rugs,12379,brown,RugOtherStumpM00,,560,986,SmQ7sPxN8BKcFJpQH,03DA
tree's bounty arch,,,4,pine cone,5.0,acorn,5.0,maple leaf,15.0,tree branch,,,,,NFS,200.0,,,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,6081,brown,FtrNutArch,,4609,423,WQSMn7PgNkGiLjJaT,01A7
tree's bounty big tree,,,5,pine cone,4.0,acorn,4.0,maple leaf,8.0,tree branch,4.0,clay,,,NFS,200.0,,,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,6080,brown,FtrNutTreeL,,4608,417,WruuvjyZLeuYLkpca,01A1
tree's bounty lamp,,,6,acorn,4.0,clay,,,,,,,,,NFS,200.0,,,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,6078,brown,FtrNutLamp,,4606,415,fSYJ4F4BMefmKNXLT,019F
tree's bounty little tree,,,6,pine cone,4.0,acorn,1.0,hardwood,,,,,,,NFS,200.0,,,Balloons; Isabelle,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,6079,brown,FtrNutTreeS,,4607,416,RgkwpSJpTC2nEc6vB,01A0
tree's bounty mobile,,,2,pine cone,3.0,acorn,3.0,tree branch,,,,,,,NFS,200.0,,,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Wall-mounted,6075,brown,FtrNutMobile,,4630,414,F6WehkKZG7sSwRLBo,019E
trophy case,,,24,hardwood,3.0,gold nugget,6.0,iron nugget,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,100,Housewares,7261,brown,FtrTrophycase,,401,576,jtaKPkvSoNZGcDrNt,0240
tropical vista,,,5,summer shell,,,,,,,,,,,NFS,200.0,,,Balloons,,summer shells,Yes,1.0.0,Yes,0,Wallpaper,5661,white,RoomSpWallTropical00,,4250,666,5mypRC2jBZnq6ywTT,029A
tulip crown,,,2,red tulips,2.0,yellow tulips,1.0,white tulips,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,0,Equipment,5102,green,CapOrnamentTulip1,,8209,243,Ltt8w4xYy5Qfp9R9b,00F3
tulip surprise box,,,5,red tulips,3.0,softwood,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,50,Housewares,7231,green,FtrFlowerSurprisedbox,,7803,495,vn4G8vMx3426p84wv,01EF
tulip wand,,,1,red tulips,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,5085,green,ToolStickTulip,,8273,526,Hzq4v5JtEKASys3vY,020E
tulip wreath,,,3,red tulips,3.0,yellow tulips,3.0,white tulips,,,,,,,NFS,200.0,,,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is tulips,,,1.0.0,Yes,50,Wall-mounted,5670,green,FtrDoorOrnamentWreathTulip,,7849,360,jpfWEEc78PXeP26Js,0168
Turkey Day casserole,,,5,iron nugget,1.0,clay,,,,,,,,,NFS,200.0,,,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Miscellaneous,13818,cream,FtrHarvestEnamelpod_Remake_0_0,FtrHarvestEnamelpod_Remake_1_0,6204,747,csETDXbGxaku9eYZp,02EB
Turkey Day chair,,,5,wood,2.0,hardwood,2.0,softwood,,,,,,,NFS,200.0,,,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Housewares,13450,cream,FtrHarvestChairS_Remake_0_0,FtrHarvestChairS_Remake_1_0,6200,743,hMsMNszkB2zfwBdJ3,02E7
Turkey Day decorations,,,2,softwood,5.0,clump of weeds,2.0,clay,,,,,,,NFS,200.0,,,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Miscellaneous,13449,cream,FtrHarvestDecoration_Remake_0_0,FtrHarvestDecoration_Remake_1_0,6207,742,WhWnFXxxkade9uQ8B,02E6
Turkey Day garden stand,,,8,stone,3.0,clay,,,,,,,,,NFS,200.0,,,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Housewares,13447,cream,FtrHarvestStand_Remake_0_0,FtrHarvestStand_Remake_1_0,6202,740,G6LcqS35yv4qQstyZ,02E4
Turkey Day hearth,,,1,campfire,30.0,stone,10.0,clay,,,,,,,NFS,200.0,,,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Housewares,13448,cream,FtrHarvestFireplace_Remake_0_0,FtrHarvestFireplace_Remake_1_0,6203,741,q7nDduaLmuDHZHt3f,02E5
Turkey Day table,,,10,hardwood,5.0,softwood,,,,,,,,,NFS,200.0,,,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Housewares,13453,cream,FtrHarvestTableL_Remake_0_0,FtrHarvestTableL_Remake_1_0,6201,745,HMADfttdyWWxAREWu,02E9
Turkey Day table setting,,,4,clay,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Miscellaneous,13820,cream,FtrHarvestTablesetting_Remake_0_0,FtrHarvestTablesetting_Remake_1_0,6205,749,YEMmpdZnBCP24fZwE,02ED
Turkey Day wheat decor,,,10,clump of weeds,,,,,,,,,,,NFS,200.0,,,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Miscellaneous,13819,cream,FtrHarvestWheat_Remake_0_0,FtrHarvestWheat_Remake_1_0,6206,748,ig7ceeRcMBchstrLo,02EC
turnip salad,,,1,10 turnips,1.0,tomato,,,,,,,,,NFS,200.0,,,Daisy Mae,Sent in the mail after purchasing turnips,,,2.0.0,Yes,0,Savory,13970,color_69,FtrSaladbowlTurnip,,12204,879,JRRzAsxj4x98YW2Ya,036F
ukulele,,,5,hardwood,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Miscellaneous,669,brown,FtrUkulele,,462,45,ERCKXc8shWWqxzNdA,002D
underwater flooring,,,3,summer shell,3.0,coral,,,,,,,,,NFS,200.0,,,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,5268,white,RoomSpFloorFishTank00,,4260,564,LXFkgER59WZAvCPKn,0234
underwater wall,,,3,summer shell,5.0,coral,,,,,,,,,NFS,200.0,,,Balloons,,summer shells,Yes,1.0.0,Yes,0,Wallpaper,5508,white,RoomSpWallFishTank00,,4251,665,EXDyLjtfBny7Nfg2W,0299
unglazed dish set,,,3,clay,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Miscellaneous,4025,brick,FtrDishesUnglazed,,701,120,sWuKis4QjZNYnPDXK,0078
vaulting pole,,,5,softwood,,,,,,,,,,,500,200.0,,,Blathers; Nook's Cranny,,,,1.0.0,Yes,0,Tools,4703,beige,LongWoodenStick,,121,183,osL5JbW5XpPxQZR6b,00B7
veggie basket,,,1,tomato,1.0,carrot,1.0,potato,1.0,orange pumpkin,1.0,wheat,1.0,sugarcane,NFS,200.0,,,Leif,Received in the mail after buying veggies from Leif on 3 different days.,,,2.0.0,Yes,0,Miscellaneous,13608,white,FtrVegetablebasket,,1980,738,cYvrPDC6HK49fiA2D,02E2
veggie cookies,,,1,flour,1.0,sugar,1.0,tomato,1.0,carrot,1.0,orange pumpkin,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13990,color_62,FtrCookieVegetable,,14005,899,m4k7smzkFQt3uK3Zy,0383
veggie crepe,,,2,flour,1.0,tomato,1.0,orange pumpkin,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13973,color_63,FtrCrepeVegetable,,12502,882,6wEmsdZ3StatieAiC,0372
veggie cupcakes,,,1,flour,1.0,sugar,1.0,tomato,1.0,carrot,1.0,potato,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,14110,color_64,FtrCupcakeVegetable,,14205,918,kxnzhawpFezY9ioF4,0396
veggie quiche,,,1,flour,1.0,potato,1.0,orange pumpkin,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13948,color_63,FtrTartVegetable,,12321,861,BfXA3yc3vcXnD4bgG,035D
veggie sandwich,,,2,flour,1.0,tomato,1.0,carrot,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13974,color_63,FtrSandwichVegetable,,12401,883,bKQ2Wug7xviYgfqzc,0373
vertical-board fence,,,8,wood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,3402,brown,ItemFenceVerticalWood,,581,100,gJHaHfwkn4dANzaTt,0064
vine bench,,,8,vine,,,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Housewares,14193,color_56,FtrBeanChair,,1302,991,T8Gk97PCWbnqox6xk,03DF
vine crown,,,3,vine,,,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Equipment,14202,color_56,CapOrnamentCVine0,,1380,821,ybuCrcqCXYqHEN34W,0335
vine garland,,,7,vine,,,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Ceiling Decor,14206,color_56,FtrVineDecolationCeiling,,1330,829,yzXMiTXauNAGcYSLu,033D
vine hanging chair,,,10,vine,,,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Housewares,14019,color_56,FtrVineHangchair,,1300,758,ewenEg66DRMz99GTP,02F6
vine ladder set-up kit,,,1,ladder,5.0,vine,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Tools,13526,beige,LadderKitA0,,124,759,kYx78qHf7dSfmjSgR,02F7
vine lamp,,,5,vine,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Miscellaneous,14205,color_56,FtrVineLamp,,1301,992,xumRESL9Qjun3YmqY,03E0
vine outfit,,,10,vine,,,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Equipment,14248,color_56,TopsTexOnepieceOverallNVine0,,1382,822,yRJTsj8zJSXN9HR5c,0336
Virgo harp,,,3,star fragment,2.0,Virgo fragment,2.0,gold nugget,4.0,stone,,,,,NFS,200.0,,,Celeste,,Virgo,Yes,1.0.0,Yes,0,Housewares,5955,silver,FtrZodiacVirgo,,2305,368,kWfYtKDBGdFbzayNq,0170
wand,,,2,star fragment,,,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,7584,beige,ToolStickWood,,129,532,8vcfcHLWY7MLbb9Hn,0214
water flooring,,,6,summer shell,,,,,,,,,,,NFS,200.0,,,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,5030,white,RoomSpFloorWater00,,4262,565,pQvujBn8X2sq6j5FS,0235
water pump,,,2,iron nugget,6.0,clay,,,,,,,,,NFS,200.0,,,Lazy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,2326,dark gray,FtrHandpump,,911,389,2T8NEjxqcfXPGLYby,0185
water-egg outfit,,,3,water egg,,,,,,,,,,,NFS,,,,Collecting water eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12454,yellow,TopsTexOnepieceRibNEggfish0,,8676,689,7iGNX78irzAu3Z5rw,02B1
water-egg shell,,,2,water egg,,,,,,,,,,,NFS,,,,Collecting water eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12444,yellow,CapHatEggfish0,,8675,688,YqZedKTDWgjDWcTR4,02B0
water-egg shoes,,,2,water egg,,,,,,,,,,,NFS,,,,Collecting water eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12460,yellow,ShoesLowcutEggfish0,,8677,690,Bg9geKwGApyACyXEx,02B2
watering can,,,1,flimsy watering can,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,,,1.0.0,Yes,0,Tools,2379,beige,ToolWatering,,110,280,2AGD3mCFzDSDNNZoK,0118
wave breaker,,,10,stone,10.0,clay,,,,,,,,,NFS,200.0,1500.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,665,light gray,FtrTetrapod,,813,55,CruEkwMoLo3LcnyG4,0037
wedding fence,,,5,iron nugget,3.0,softwood,,,,,,,,,NFS,200.0,,,Harvey,,Wedding Season,Yes,1.2.0,Yes,0,Other,12894,dark gray,ItemFenceJuneBride,,972,714,yZNfKe6dESLFFQ8J4,02CA
wedding wand,,,1,wedding flower stand,3.0,star fragment,,,,,,,,,NFS,200.0,,,Cyrus,,Wedding Season,Yes,1.2.0,Yes,0,Tools,12695,green,ToolStickJune,,8278,715,LokHc5XaxADprKGWJ,02CB
western-style stone,,,30,stone,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Housewares,3446,light gray,FtrGravestoneEuropean,,814,518,5BDsJhPKYRpxFjyvz,0206
whole-wheat flour,,,5,wheat,,,,,,,,,,,NFS,200.0,,,Basic Cooking Recipes,,,,2.0.0,Yes,0,Savory,13996,color_61,FlourWheatwhole,,12002,905,ANK4dnk9oz56Eywhy,0389
wild log bench,,,8,hardwood,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Housewares,5972,brown,FtrWoodBench,,332,436,ZGWN8wsv7hgjbLvdM,01B4
wild-wood wall,,,15,wood,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Wallpaper,4858,brown,RoomTexWallWildWood00,,523,309,RQL2msCcNbX2Nyvqg,0135
windflower crown,,,2,red windflowers,2.0,orange windflowers,2.0,white windflowers,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,0,Equipment,5099,green,CapOrnamentAnemone1,,8200,240,2bHpYXqeSKyRgCsHx,00F0
windflower fan,,,3,red windflowers,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,50,Miscellaneous,7233,green,FtrFlowerFan,,7800,503,6Fz77bGPrTCrYNffT,01F7
windflower wand,,,1,orange windflowers,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,5084,green,ToolStickAnemones,,8270,525,GFM7MzdiDKiqhBb9X,020D
windflower wreath,,,3,red windflowers,3.0,white windflowers,3.0,orange windflowers,,,,,,,NFS,200.0,,,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is windflowers,,,1.0.0,Yes,50,Wall-mounted,5436,green,FtrDoorOrnamentWreathAnemone,,7840,228,xGTRnSEqPTzYGDwjT,00E4
wobbling Zipper toy,,,4,earth egg,4.0,stone egg,4.0,leaf egg,4.0,wood egg,4.0,sky egg,4.0,water egg,NFS,200.0,,,Zipper,Reward from Zipper after crafting all Bunny Day recipes,Bunny Day,Yes,1.1.0,Yes,0,Miscellaneous,12412,yellow,FtrDollPyn,,8609,696,3HBkSreJ3Rz7689K7,02B8
wood-egg outfit,,,3,wood egg,,,,,,,,,,,NFS,,,,Collecting wood eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12452,yellow,TopsTexOnepieceRibNEggforest0,,8670,683,Cqe6TyaE38gnjAtmr,02AB
wood-egg shell,,,2,wood egg,,,,,,,,,,,NFS,,,,Collecting wood eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12442,yellow,CapHatEggforest0,,8669,682,Dokk8EnqpoFPBXD8R,02AA
wood-egg shoes,,,2,wood egg,,,,,,,,,,,NFS,,,,Collecting wood eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12458,yellow,ShoesLowcutEggforest0,,8671,684,cEawPHH27B36anZsf,02AC
wooden bookshelf,,,5,book,10.0,wood,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Housewares,4125,yellow,FtrBookshelf,,2102,404,XE27aTmxufH84fcWf,0194
wooden box,,,6,wood,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,2.0.0,Yes,0,Housewares,7154,brown,FtrBoxWood,,470,1050,dbvsmdTkG7e2YCK79,041A
wooden bucket,,,3,wood,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Smug villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Miscellaneous,880,brown,FtrBucketWood,,432,16,8ckCy9CHdL6iXXptE,0010
wooden chair,,,6,wood,,,,,,,,,,,NFS,200.0,,,Snooty villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,1913,brown,FtrWoodenChairS,,311,15,e2Z5K68fA23E9FcdT,000F
wooden chest,,,16,wood,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,0,Housewares,2560,brown,FtrWoodenChest,,317,17,hAgLHeuw7xfkbzjpu,0011
wooden double bed,,,30,wood,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Housewares,7132,brown,FtrWoodenBedW,,319,493,z3TPTghmTbEFZE2mw,01ED
wooden end table,,,8,wood,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Housewares,3438,brown,FtrWoodenTableS,,313,170,nJDFrN9LmyK3FN7ZT,00AA
wooden field sign,,,6,softwood,2.0,hardwood,,,,,,,,,NFS,200.0,,,Jock villagers,,,,2.0.0,Yes,0,Housewares,13161,brown,FtrSignStadium,,444,1072,dBmvs3LE9CzpHFDsa,0430
wooden fish,,,3,wood,,,,,,,,,,,NFS,200.0,,,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,,,1.0.0,Yes,0,Miscellaneous,4124,brown,FtrMokugyo,,463,193,2ZuPfoHnSXBEwWfPL,00C1
wooden full-length mirror,,,5,wood,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,0,Housewares,7137,brown,FtrWoodenMirror,,320,502,dn4EDHGArXPGhs2Mx,01F6
wooden ladder set-up kit,,,1,ladder,5.0,wood,,,,,,,,,2000,200.0,,,Kapp'n island bottles; HHP island bottles; Nook's Cranny,,,,2.0.0,Yes,0,Tools,13530,beige,LadderKitB0,,123,760,Md4e8E66RubpG7Bf6,02F8
wooden low table,,,10,wood,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Housewares,7134,brown,FtrWoodenTableM,,314,491,xA3hY8ZZd3qm9SqmP,01EB
wooden mini table,,,6,wood,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Housewares,7133,brown,FtrWoodenTableMini,,312,492,qt5zRMx9nJShGjxyY,01EC
wooden music box,,,3,wood,3.0,softwood,1.0,iron nugget,,,,,,,NFS,200.0,,,Snooty villagers,,,,2.0.0,Yes,50,Miscellaneous,14592,brown,FtrMusicboxWood,,469,1042,dWEJAwFqiDQnNcxSt,0412
wooden pillar,,,2,wood,2.0,hardwood,2.0,softwood,,,,,,,NFS,200.0,,,Niko,Received the day after completing 15th HHP house,Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14601,color_52,FtrWallPillarWood,,603,836,hwCjYvSR9wamDvmoR,0344
