Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
tea set,,White,China color,Yellow,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Yellow,Yellow,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_3_0,3_0,3467,aRF9jcZBzfyeAZckK,0D8B,"(3, 0)"
tea set,,White,China color,Blue,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Yellow,Blue,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_3_1,3_1,3467,zTdJQ3pKk2PaMSdPi,0D8B,"(3, 32)"
tea set,,White,China color,Red,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Yellow,Red,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_3_2,3_2,3467,zHXEsFS3nQMhewQcf,0D8B,"(3, 64)"
tea set,,White,China color,Gray,Mat color,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1000,250,Yellow,Gray,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTeaset_Remake_3_3,3_3,3467,nhvdGkpgyWfA2zcRD,0D8B,"(3, 96)"
terrarium,,Black,Frame,,,Yes,Yes,No,,1,3.0,Normal,2400.0,NFS,1740,Black,Green,1x1,No,,,Crafting,,,,103,living room,stylish,,,Plant,No,Plants,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTerrarium_Remake_0_0,0_0,3773,wWQdqmpkvF7yCvtH8,0EBD,"(0, 0)"
terrarium,,Gold,Frame,,,Yes,Yes,No,,1,3.0,Normal,2400.0,NFS,1740,Beige,Green,1x1,No,,,Crafting,,,,103,living room,stylish,,,Plant,No,Plants,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTerrarium_Remake_1_0,1_0,3773,YxuwXzTqpWMZBtYqC,0EBD,"(1, 0)"
terrarium,,Brown,Frame,,,Yes,Yes,No,,1,3.0,Normal,2400.0,NFS,1740,Brown,Green,1x1,No,,,Crafting,,,,103,living room,stylish,,,Plant,No,Plants,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrTerrarium_Remake_2_0,2_0,3773,LNZaYrThGPR9dKLFf,0EBD,"(2, 0)"
thank-you Dad mug,,,,,,No,No,No,,1,,,,600,150,Blue,Aqua,1x1,No,,,Nook Shopping Seasonal,,Father's Day,Yes,201,living room,den,,,,No,Dining,No,Does not play music,No lighting,,Seasonal,1.2.0,Yes,FtrThankyouMugF,,12471,CQwSjJRvvJD2fyA4k,30B7,
thank-you Mom mug,,,,,,No,No,No,,1,,,,600,150,Pink,Red,1x1,No,,,Nook Shopping Seasonal,,Mother's Day,Yes,201,living room,fancy,,,,No,Dining,No,Does not play music,No lighting,,Seasonal,1.2.0,Yes,FtrThankyouMugM,,12470,CJQr3dMkT9St7S9B8,30B6,
throwback container,,Green,Color,,,No,No,No,,1,,,1000.0,2000,500,Yellow,Green,1x1,Yes,1800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,city life,throwback,,,No,Toy,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyBox_Remake_0_0,0_0,4762,rAG6dendvgpqDrAcW,129A,"(0, 0)"
throwback container,,Red,Color,,,No,No,No,,1,,,1000.0,2000,500,Red,White,1x1,Yes,1800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,city life,throwback,,,No,Toy,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyBox_Remake_1_0,1_0,4762,cxvRZJHGGFhyJJ6QE,129A,"(1, 0)"
throwback container,,Blue,Color,,,No,No,No,,1,,,1000.0,2000,500,Blue,White,1x1,Yes,1800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,city life,throwback,,,No,Toy,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyBox_Remake_2_0,2_0,4762,W7MxgbS7H85TYw4Pq,129A,"(2, 0)"
throwback container,,Yellow,Color,,,No,No,No,,1,,,1000.0,2000,500,Yellow,Gray,1x1,Yes,1800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,city life,throwback,,,No,Toy,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyBox_Remake_3_0,3_0,4762,hvfSs4AhJDMBrbpPD,129A,"(3, 0)"
throwback container,,Light blue,Color,,,No,No,No,,1,,,1000.0,2000,500,Aqua,Yellow,1x1,Yes,1800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,city life,throwback,,,No,Toy,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyBox_Remake_4_0,4_0,4762,mptMFbRwE8Jh6T5sR,129A,"(4, 0)"
throwback container,,White,Color,,,No,No,No,,1,,,1000.0,2000,500,White,Orange,1x1,Yes,1800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,city life,throwback,,,No,Toy,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyBox_Remake_5_0,5_0,4762,jp9ArTuuKS36DWmNX,129A,"(5, 0)"
throwback container,,Black,Color,,,No,No,No,,1,,,1000.0,2000,500,Black,Gray,1x1,Yes,1800.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,child's room,city life,throwback,,,No,Toy,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyBox_Remake_6_0,6_0,4762,RQvJd6wZo3NWKPYn8,129A,"(6, 0)"
throwback gothic mirror,,Black,Color,,,No,No,No,,1,,,1000.0,1800,450,Black,Gray,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Dresser,Mirror,Dresser,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyMirror_Remake_0_0,0_0,4754,J42EkPD6McqxBRakq,1292,"(0, 0)"
throwback gothic mirror,,White,Color,,,No,No,No,,1,,,1000.0,1800,450,White,Gray,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Dresser,Mirror,Dresser,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyMirror_Remake_1_0,1_0,4754,bRCxFpYiD8TvAkreg,1292,"(1, 0)"
throwback gothic mirror,,Red,Color,,,No,No,No,,1,,,1000.0,1800,450,Red,Gray,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Dresser,Mirror,Dresser,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyMirror_Remake_2_0,2_0,4754,qidgErbkRNPT89y4E,1292,"(2, 0)"
throwback skull radio,,White,Color,,,No,No,No,,1,,,1700.0,3200,800,White,Pink,1x1,No,2900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Audio,Music Player,Audio,No,Cheap,No lighting,,For sale,1.0.0,Yes,FtrBoyAudio_Remake_0_0,0_0,4757,9b5Smyh4QgnXAzFX7,1295,"(0, 0)"
throwback skull radio,,Red,Color,,,No,No,No,,1,,,1700.0,3200,800,Red,Pink,1x1,No,2900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Audio,Music Player,Audio,No,Cheap,No lighting,,For sale,1.0.0,Yes,FtrBoyAudio_Remake_1_0,1_0,4757,fWzDS23dv4bGqcGHq,1295,"(1, 0)"
throwback skull radio,,Black,Color,,,No,No,No,,1,,,1700.0,3200,800,Black,Pink,1x1,No,2900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Audio,Music Player,Audio,No,Cheap,No lighting,,For sale,1.0.0,Yes,FtrBoyAudio_Remake_2_0,2_0,4757,7Sqm9ijE2ZgdAAsHL,1295,"(2, 0)"
throwback skull radio,,Ash,Color,,,No,No,No,,1,,,1700.0,3200,800,Beige,Pink,1x1,No,2900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Audio,Music Player,Audio,No,Cheap,No lighting,,For sale,1.0.0,Yes,FtrBoyAudio_Remake_3_0,3_0,4757,9f54PZycfkw6LMzBQ,1295,"(3, 0)"
throwback skull radio,,Green,Color,,,No,No,No,,1,,,1700.0,3200,800,Green,Pink,1x1,No,2900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Audio,Music Player,Audio,No,Cheap,No lighting,,For sale,1.0.0,Yes,FtrBoyAudio_Remake_4_0,4_0,4757,RwWvfZg7ZkEXXMugH,1295,"(4, 0)"
throwback skull radio,,Silver,Color,,,No,No,No,,1,,,1700.0,3200,800,Gray,Pink,1x1,No,2900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,horror,throwback,,Audio,Music Player,Audio,No,Cheap,No lighting,,For sale,1.0.0,Yes,FtrBoyAudio_Remake_5_0,5_0,4757,8gCjgTzxYQD7Jvkhx,1295,"(5, 0)"
throwback wrestling figure,,Red,Color,,,No,No,No,,1,,,1000.0,1400,350,Red,Beige,1x1,No,1300.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,sports,throwback,,Doll,Yes,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyFigure_Remake_0_0,0_0,4753,zCaXTQto9EYQaQiXu,1291,"(0, 0)"
throwback wrestling figure,,Blue,Color,,,No,No,No,,1,,,1000.0,1400,350,Blue,Beige,1x1,No,1300.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,sports,throwback,,Doll,Yes,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyFigure_Remake_1_0,1_0,4753,W52xbYFQyAJpTtodC,1291,"(1, 0)"
throwback wrestling figure,,Green,Color,,,No,No,No,,1,,,1000.0,1400,350,Green,Beige,1x1,No,1300.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,sports,throwback,,Doll,Yes,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyFigure_Remake_2_0,2_0,4753,x8YGsgk2otPZTfq7s,1291,"(2, 0)"
throwback wrestling figure,,Pink,Color,,,No,No,No,,1,,,1000.0,1400,350,Pink,Beige,1x1,No,1300.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,sports,throwback,,Doll,Yes,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyFigure_Remake_3_0,3_0,4753,ZyH2n8rKRN4dxbQAP,1291,"(3, 0)"
throwback wrestling figure,,Black,Color,,,No,No,No,,1,,,1000.0,1400,350,Black,Beige,1x1,No,1300.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,sports,throwback,,Doll,Yes,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyFigure_Remake_4_0,4_0,4753,yAy7wunyeonjBqCxH,1291,"(4, 0)"
throwback wrestling figure,,Gold,Color,,,No,No,No,,1,,,1000.0,1400,350,Yellow,Beige,1x1,No,1300.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,child's room,sports,throwback,,Doll,Yes,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBoyFigure_Remake_5_0,5_0,4753,p5XsuqKzDdsxvp7uc,1291,"(5, 0)"
thumbprint jam cookies,,,,,,Yes,No,No,,1,,,,NFS,630,Beige,Pink,1x1,No,,,Cooking,,,,103,café,shop,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrCookieJam,,13992,4fuFRZZdSuZ3Kfban,36A8,
tiger beetle model,,,,,,No,No,No,,1,,,,NFS,4500,Green,Black,1x1,No,,,Flick,Trade 3 insects to receive a model in the mail the next day,,,251,,,,,,No,Insect,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrInsectHanmyouToy,,7062,3dkXwjMFWRqcuFf3H,1B96,
tiger butterfly model,,,,,,No,No,No,,1,,,,NFS,720,Yellow,Black,1x1,No,,,Flick,Trade 3 insects to receive a model in the mail the next day,,,251,,,,,,No,Insect,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrInsectAgehachoToy,,5944,5wBRWgevWFYZyBdMJ,1738,
tilapia model,,,,,,No,No,No,,1,,,,NFS,2400,Black,Black,1x1,No,,,C.J.,Trade 3 fish to receive a model in the mail the next day,,,251,,,,,,No,Fish,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrFishThirapiaToy,,7022,48pvcdEMnJn8zkdKP,1B6E,
tin bucket,,,,,,No,No,No,,1,,,,1000,250,Gray,Gray,1x1,No,900.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,workshop,school,,,,No,Bathroom Things,Yes,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBucket,,2592,4qoqyCbsBoTQhykTh,0A20,
tin robot,,Silver,Color,,,No,No,No,,1,,,1700.0,3500,875,Gray,Red,1x1,No,3200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,231,child's room,sci-fi,,,SmallGoods,Yes,Toy,No,Does not play music,No lighting,,For sale,1.6.0,Yes,FtrCrsRobot_Remake_0_0,0_0,13247,amZq5ytL8QKmLGtLy,33BF,"(0, 0)"
tin robot,,Blue,Color,,,No,No,No,,1,,,1700.0,3500,875,Blue,Orange,1x1,No,3200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,231,child's room,sci-fi,,,SmallGoods,Yes,Toy,No,Does not play music,No lighting,,For sale,1.6.0,Yes,FtrCrsRobot_Remake_1_0,1_0,13247,NMqAimrit8tSM7q6c,33BF,"(1, 0)"
tin robot,,Red,Color,,,No,No,No,,1,,,1700.0,3500,875,Red,Blue,1x1,No,3200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,231,child's room,sci-fi,,,SmallGoods,Yes,Toy,No,Does not play music,No lighting,,For sale,1.6.0,Yes,FtrCrsRobot_Remake_2_0,2_0,13247,QQzapoXrHd2KSWDtv,33BF,"(2, 0)"
tin robot,,Orange,Color,,,No,No,No,,1,,,1700.0,3500,875,Orange,Green,1x1,No,3200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,231,child's room,sci-fi,,,SmallGoods,Yes,Toy,No,Does not play music,No lighting,,For sale,1.6.0,Yes,FtrCrsRobot_Remake_3_0,3_0,13247,8WAY57mX3EmRjPXwK,33BF,"(3, 0)"
tin robot,,Yellow,Color,,,No,No,No,,1,,,1700.0,3500,875,Yellow,Purple,1x1,No,3200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,231,child's room,sci-fi,,,SmallGoods,Yes,Toy,No,Does not play music,No lighting,,For sale,1.6.0,Yes,FtrCrsRobot_Remake_4_0,4_0,13247,Q7p5KDvkvbZQo2XiN,33BF,"(4, 0)"
tin robot,,Green,Color,,,No,No,No,,1,,,1700.0,3500,875,Green,Purple,1x1,No,3200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,231,child's room,sci-fi,,,SmallGoods,Yes,Toy,No,Does not play music,No lighting,,For sale,1.6.0,Yes,FtrCrsRobot_Remake_5_0,5_0,13247,PPh2ggfzvKmEatxby,33BF,"(5, 0)"
tin robot,,Pink,Color,,,No,No,No,,1,,,1700.0,3500,875,Pink,Green,1x1,No,3200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,231,child's room,sci-fi,,,SmallGoods,Yes,Toy,No,Does not play music,No lighting,,For sale,1.6.0,Yes,FtrCrsRobot_Remake_6_0,6_0,13247,GcGbAJM4j5yYP27B7,33BF,"(6, 0)"
tin robot,,Black,Color,,,No,No,No,,1,,,1700.0,3500,875,Black,Yellow,1x1,No,3200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Toy Day (weeks before); Toy Day (days before); Toy Day; Toy Day (day after),Yes,231,child's room,sci-fi,,,SmallGoods,Yes,Toy,No,Does not play music,No lighting,,For sale,1.6.0,Yes,FtrCrsRobot_Remake_7_0,7_0,13247,8wz2Wos3GcfezDMZS,33BF,"(7, 0)"
tissue box,,Red,Variation,,,No,No,No,,1,,,1000.0,180,45,Red,White,1x1,No,160.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,living room,office,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTissuebox_Remake_0_0,0_0,4114,HTznH6JKRzS588hom,1012,"(0, 0)"
tissue box,,Yellow,Variation,,,No,No,No,,1,,,1000.0,180,45,Yellow,White,1x1,No,160.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,living room,office,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTissuebox_Remake_1_0,1_0,4114,KYgeZWhrc27hKceoD,1012,"(1, 0)"
tissue box,,Blue,Variation,,,No,No,No,,1,,,1000.0,180,45,Aqua,White,1x1,No,160.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,living room,office,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTissuebox_Remake_2_0,2_0,4114,3q3Fh4MrD3n76yCEf,1012,"(2, 0)"
tissue box,,White,Variation,,,No,No,No,,1,,,1000.0,180,45,Beige,White,1x1,No,160.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,living room,office,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTissuebox_Remake_3_0,3_0,4114,4W8QRgPyHxk5qpHWL,1012,"(3, 0)"
tissue box,,Natural wood,Variation,,,No,No,No,,1,,,1000.0,180,45,Orange,White,1x1,No,160.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,living room,office,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTissuebox_Remake_4_0,4_0,4114,Ta4FYnbEzyspKfgCD,1012,"(4, 0)"
tissue box,,Rattan,Variation,,,No,No,No,,1,,,1000.0,180,45,Brown,White,1x1,No,160.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,living room,office,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrTissuebox_Remake_5_0,5_0,4114,QMGRXZ7AzESsZtqco,1012,"(5, 0)"
tomates al ajillo,,,,,,Yes,No,No,,1,,,,NFS,1260,Red,Black,1x1,No,,,Cooking,,,,103,party,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrSkilletTomato,,14179,y77DHvAL3dpMfghBa,3763,
tomato bagel sandwich,,,,,,Yes,No,No,,1,,,,NFS,2210,Red,Beige,1x1,No,,,Cooking,,,,103,café,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrBeaglesandTomato,,14111,deBcjEDPXqB4Buwas,371F,
tomato curry,,,,,,Yes,No,No,,1,,,,NFS,2520,Yellow,Red,1x1,No,,,Cooking,,,,103,restaurant,harmonious,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrNancurryTomato,,14124,nJdmM6JKXeAdkJ6TA,372C,
tomato juice,,,,,,Yes,No,No,,1,,,,NFS,840,Red,Red,1x1,No,,,Cooking,,,,103,café,restaurant,,,,No,DishDrink,No,Does not play music,No lighting,2.0,Not for sale,2.0.0,Yes,FtrSmoothieTomato,,13982,Cd4L3YRM29DpPZgTM,369E,
tomato puree,,,,,,Yes,No,No,,1,,,,NFS,1260,Red,Green,1x1,No,,,Cooking,,,,103,kitchen,supermarket,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrJarTomato,,14175,MaiMfT8hdpeKxu6ss,375F,
toolbox,,Red,Color,,,No,No,No,,1,,,1000.0,1800,450,Red,Gray,1x1,No,1600.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,workshop,,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrToolbox_Remake_0_0,0_0,4687,3dHZNToyYDMMJQPsc,124F,"(0, 0)"
toolbox,,Green,Color,,,No,No,No,,1,,,1000.0,1800,450,Green,Beige,1x1,No,1600.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,workshop,,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrToolbox_Remake_1_0,1_0,4687,qN6n89w4py3APDYyG,124F,"(1, 0)"
toolbox,,Blue,Color,,,No,No,No,,1,,,1000.0,1800,450,Blue,White,1x1,No,1600.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,workshop,,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrToolbox_Remake_2_0,2_0,4687,nmu4mW9Djwq5vkPLB,124F,"(2, 0)"
toolbox,,Orange,Color,,,No,No,No,,1,,,1000.0,1800,450,Orange,Black,1x1,No,1600.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,workshop,,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrToolbox_Remake_3_0,3_0,4687,7KtTwcpemKGFWQShP,124F,"(3, 0)"
toolbox,,Turquoise,Color,,,No,No,No,,1,,,1000.0,1800,450,Aqua,Orange,1x1,No,1600.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,workshop,,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrToolbox_Remake_4_0,4_0,4687,noSbXqfiHc4YYXu7q,124F,"(4, 0)"
toolbox,,Pink,Color,,,No,No,No,,1,,,1000.0,1800,450,Pink,Pink,1x1,No,1600.0,Poki,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",,,103,workshop,,,,,Yes,Supplies,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrToolbox_Remake_5_0,5_0,4687,GHxxmwZieCysXTfdL,124F,"(5, 0)"
toothbrush-and-cup set,,White,Cup color,Plain,Cup design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,420,105,White,Colorful,1x1,No,380.0,Poki,Nook's Cranny; HHP Office,,,,103,bathroom,,,,,No,Bathroom Things,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrToothbrush_Remake_0_0,0_0,13365,22XmMCtSR59wzZdEA,3435,"(0, 0)"
toothbrush-and-cup set,,White,Cup color,Logo,Cup design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,420,105,White,Black,1x1,No,380.0,Poki,Nook's Cranny; HHP Office,,,,103,bathroom,,,,,No,Bathroom Things,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrToothbrush_Remake_0_1,0_1,13365,eky7S8kYiJnZKeSvY,3435,"(0, 32)"
toothbrush-and-cup set,,White,Cup color,Tulip,Cup design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,420,105,White,Red,1x1,No,380.0,Poki,Nook's Cranny; HHP Office,,,,103,bathroom,,,,,No,Bathroom Things,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrToothbrush_Remake_0_2,0_2,13365,trXPCJjify5FfDyRk,3435,"(0, 64)"
toothbrush-and-cup set,,White,Cup color,Bus,Cup design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,420,105,White,Blue,1x1,No,380.0,Poki,Nook's Cranny; HHP Office,,,,103,bathroom,,,,,No,Bathroom Things,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrToothbrush_Remake_0_3,0_3,13365,bGwvJMvKShJTRbi9K,3435,"(0, 96)"
toothbrush-and-cup set,,Yellow,Cup color,Plain,Cup design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,420,105,Yellow,Colorful,1x1,No,380.0,Poki,Nook's Cranny; HHP Office,,,,103,bathroom,,,,,No,Bathroom Things,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrToothbrush_Remake_1_0,1_0,13365,WxFJBTXBnahpygYS9,3435,"(1, 0)"
toothbrush-and-cup set,,Yellow,Cup color,Logo,Cup design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,420,105,Yellow,Black,1x1,No,380.0,Poki,Nook's Cranny; HHP Office,,,,103,bathroom,,,,,No,Bathroom Things,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrToothbrush_Remake_1_1,1_1,13365,b5NvkS2YEYESMiAao,3435,"(1, 32)"
toothbrush-and-cup set,,Yellow,Cup color,Tulip,Cup design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,420,105,Yellow,Red,1x1,No,380.0,Poki,Nook's Cranny; HHP Office,,,,103,bathroom,,,,,No,Bathroom Things,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrToothbrush_Remake_1_2,1_2,13365,FJsz4Ric5recvupeH,3435,"(1, 64)"
toothbrush-and-cup set,,Yellow,Cup color,Bus,Cup design,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,420,105,Yellow,Blue,1x1,No,380.0,Poki,Nook's Cranny; HHP Office,,,,103,bathroom,,,,,No,Bathroom Things,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrToothbrush_Remake_1_3,1_3,13365,RtekiPhuHP3A82jb6,3435,"(1, 96)"
